00:02,2.16,3.36,- The idea of eBPF and making
the kernel programmable
00:06,5.52,2.20,was immediately super interesting.
00:08,7.72,1.88,This is gonna not only change
00:10,9.60,2.16,what we're working on right now,
00:12,11.76,2.20,but it will also change
the industry forever.
00:36,35.96,2.80,2011 was exciting.
00:39,38.76,2.64,All of us working in the kernel field,
00:41,41.40,3.68,we just went through this
like amazing growth of Linux.
00:45,45.08,1.60,We built features and
features and features.
00:47,46.68,1.76,And Linux was winning.
00:48,48.44,3.16,- Linux became so successful
that it's being run
00:52,51.60,3.24,on all the hyperscalers
on billions of devices
00:55,54.84,3.36,from smartphones even to the
Mars helicopter nowadays,
00:58,58.20,3.84,and it's really just one source code base.
01:02,62.04,2.04,- Most people involved in eBPF later on,
01:04,64.08,2.44,we were all working on
network virtualization,
01:07,66.52,1.96,software-defined networking.
01:08,68.48,2.44,- SDN was kind of the hype du jour,
01:11,70.92,1.96,which is software-defined networking.
01:13,72.88,3.44,- Software-defined networking
was a really hot topic.
01:16,76.32,1.36,People were thinking about
01:18,77.68,3.24,how they could connect
workloads using software
01:21,80.92,3.08,rather than connecting
things with physical cables.
01:24,84.00,2.36,- [Thomas] What used to be a
hardware business, networking,
01:26,86.36,2.24,became a software business.
01:30,90.48,1.88,- We were all trying to
solve this same problem,
01:32,92.36,3.16,which is how do you move
packets around in a data center
01:36,95.52,2.40,when there's a lot of virtual
machines sitting on servers,
01:38,97.92,1.60,and the server takes a prominent role
01:40,99.52,1.80,in the packet forwarding.
01:41,101.32,3.28,- SDN by then had already
become quite mature
01:45,104.60,1.88,in terms of standard virtualization
01:46,106.48,2.12,and supporting different
feature functions,
01:49,108.60,1.40,networking, security.
01:50,110.00,2.20,- However, there was not really
01:52,112.20,2.28,this flexibility of programmability.
01:54,114.48,2.64,It wasn't taken to another level.
01:57,117.12,2.52,- The technology available
in the Linux kernel
01:60,119.64,2.56,at the time was really focused on
02:03,123.20,1.72,bridging or ethernet switching,
02:05,124.92,3.64,which was not necessarily
the right tool for the job.
02:09,128.56,1.56,- At the time, the industry
02:10,130.12,2.20,was actually getting a little bit stale.
02:12,132.32,2.64,We needed something to take
things to the next level.
02:16,135.92,2.92,- Linux was everywhere,
but this also meant
02:19,138.84,3.20,kind of a huge massive
pressure on everybody
02:22,142.04,3.60,that Linux was supposed
to become boring, stable,
02:26,145.64,3.60,so there was a natural
enemy to innovation.
02:32,151.64,1.76,- If we go back to kind of
02:33,153.40,1.44,where we were at the time,
02:35,154.84,1.08,well, I was at Red Hat.
02:36,155.92,2.68,I was an engineer working on SDN.
02:39,158.60,2.68,In my role as kind of the architect lead
02:41,161.28,2.52,for defining what SDN meant for Red Hat,
02:44,163.80,0.84,I had the opportunity
02:45,164.64,1.32,to talk to a lot of different companies
02:46,165.96,1.32,that were building these solutions,
02:47,167.28,3.60,some open source, some
proprietary, to do SDN work.
02:51,170.88,3.48,And one of these companies was PLUMgrid.
03:14,194.32,3.56,- PLUMgrid stands for PLUM,
parse, lookup, update, modify.
03:18,197.88,2.24,And the main idea of the startup
03:20,200.12,1.80,was a collection of these plums,
03:22,201.92,2.64,so plumlets, that were
connected into the grid
03:25,204.56,3.92,and they would be performing
a networking function.
03:28,208.48,4.16,The idea was safety of the
loaded programs into the kernel
03:33,212.64,2.60,by the language, by the
language and by the compiler,
03:35,215.24,3.16,similar to what Rust as
a language is doing now.
03:38,218.40,3.16,I believe in it until we hit a bug,
03:42,221.56,3.68,where after several hours
of networking traffic,
03:45,225.24,1.56,the host would be crashing.
03:47,226.80,2.32,And at that point like something clicked,
03:49,229.12,1.40,I realized that the compiler,
03:51,230.52,2.56,you cannot trust the
compiler, the kernel itself.
03:53,233.08,1.96,When something gets loaded in the kernel,
03:55,235.04,2.40,it shouldn't be trusting the user space.
03:57,237.44,2.24,So that's how the verifier came about.
03:60,239.68,2.60,The kernel has to be able to verify
04:02,242.28,2.52,what is being loaded into the kernel.
04:05,244.80,2.52,So since I had to change the compiler,
04:07,247.32,3.28,I figured, well, I will just
invent my own instruction set.
04:11,250.60,2.08,But that's not the eBPF yet.
04:13,252.68,3.04,It was just an instruction
set where we just reduced,
04:16,255.72,3.04,it sort of was like reduced
x86 instruction set.
04:19,258.76,4.12,What's remarkable is CEO and
CTO of PLUMgrid at the time,
04:23,262.88,2.40,Awais Nemat and Pere Monclus,
04:25,265.28,4.00,they knew that for a
technology to be successful,
04:29,269.28,3.88,it has to be not only open
source, it has to be upstream.
04:33,273.16,2.40,And it was clear that
the new instruction set,
04:36,275.56,1.92,it's gonna be huge, right?
04:40,279.92,4.36,- PLUMgrid had this notion
of a more flexible way
04:44,284.28,3.32,of moving traffic around in the server.
04:49,289.20,4.60,Alexei like flew up to
Portland where I lived.
04:55,294.72,2.64,It was one of those kind
of mind meld moments.
04:57,297.36,2.76,How could you insert right
into the Linux kernel
05:01,301.20,4.56,kind of a probe point that
would capture a packet,
05:06,305.76,1.48,give it to the small program
05:07,307.24,1.92,that could look at the
contents of the packet
05:09,309.16,2.64,and then make a decision
what to do with that packet.
05:14,314.00,2.44,It turns out that that concept
05:16,316.44,4.44,is much more general than just networking.
05:21,320.88,3.60,It actually creates this ability
05:24,324.48,4.52,to truly extend the kernel in ways
05:29,329.00,3.08,that researchers have been
trying to figure out forever.
